success_prob,lat_mean,lat_std,cost_mean
0.3723,18.41,9.89,6547.77
0.4924,6.1,2.25,1421.32
0.0699,19.17,10.12,6877.44
0.85,1.86,0.2,605.76
0.2026,21.68,12.3,5919.92
0.5458,6.37,2.52,1721.79
0.7951,1.89,0.38,499.75
0.5978,5.07,1.99,1671.8
0.3777,6.97,2.85,1656.56
0.7036,3.0,0.8,1006.39
0.4009,10.13,4.19,2119.86
0.7546,2.78,0.68,853.17
0.6457,2.42,0.79,1169.64
0.368,6.09,2.93,2312.39
0.5562,8.65,3.68,1778.31
0.7529,2.47,0.73,884.34
0.6348,5.64,1.79,1400.44
0.2257,20.15,9.95,5982.18
0.2914,9.08,4.37,2481.02
0.4285,4.44,1.83,1952.81
0.3675,11.51,5.54,2423.58
0.3654,11.84,5.86,4871.08
0.6691,3.7,1.15,1434.49
0.331,9.68,4.77,2675.82
0.4681,8.0,2.98,3192.46
0.1765,21.45,12.99,6185.75
0.2721,23.72,11.15,8349.13
0.589,4.71,1.79,1832.73
0.8616,1.52,0.25,502.21
0.4945,7.54,3.43,1523.78
0.5597,4.68,1.71,1912.98
0.3902,8.41,3.79,2070.68
0.7246,1.15,0.4,535.39
0.3646,12.92,6.17,3489.69
0.2145,18.88,10.93,5433.1
0.606,3.56,1.12,1167.05
0.198,14.23,7.97,4317.0
0.4456,4.74,1.53,2018.87
0.1556,24.66,13.98,5995.81
0.454,8.15,3.38,2856.48
0.2881,8.84,4.84,2310.99
0.4302,5.64,2.23,1376.51
0.3653,13.55,8.17,3472.2
0.475,6.39,2.08,2098.6
0.3589,9.47,4.27,3255.74
0.0675,19.52,11.51,4927.99
0.658,3.27,1.08,1380.06
0.6809,2.44,0.61,795.99
0.1918,23.22,13.62,8924.09
0.3291,6.25,2.53,1249.4
0.4479,6.68,3.44,2478.54
0.99,1.9,0.26,563.89
0.5976,3.79,1.23,1281.35
0.3265,15.87,7.09,6189.62
0.7756,2.09,0.44,784.26
0.1991,22.13,10.8,6017.58
0.6052,3.3,1.18,1345.0
0.5107,7.24,2.37,2068.87
0.9111,1.43,0.21,414.9
0.5949,2.59,0.65,944.03
0.6493,3.59,1.23,1618.69
0.7962,2.31,0.52,593.28
0.5062,3.06,1.18,1256.88
0.6275,3.74,1.02,1605.46
0.6304,5.4,2.0,1862.0
0.3806,9.01,3.82,2887.98
0.3344,12.43,5.88,3105.45
0.3211,14.26,6.68,3424.44
0.4096,6.64,2.31,1968.19
0.414,16.65,9.75,5719.91
0.7439,2.03,0.53,643.28
0.3383,14.28,7.22,4479.83
0.6846,3.36,1.07,1222.32
0.3447,18.59,11.26,4429.88
0.7258,4.98,1.69,1844.03
0.1456,31.99,18.98,10658.11
0.6087,5.91,1.87,2094.97
0.3149,14.9,6.91,4551.1
0.6002,7.69,2.01,2188.68
0.7759,1.8,0.46,643.92
0.5341,3.65,1.48,1418.33
0.6945,2.77,0.85,1052.98
0.6776,3.26,1.01,1297.78
0.5523,2.91,1.0,743.43
0.1766,20.89,11.87,7796.98
0.7157,2.37,0.73,685.48
0.2235,20.46,8.24,4978.9
0.3032,17.36,9.0,3778.93
0.1908,12.81,8.2,4943.93
0.2479,11.12,5.34,3836.36
0.7163,1.78,0.22,854.52
0.8996,1.35,0.17,480.44
0.2126,21.13,9.29,8237.71
0.7862,1.75,0.37,617.22
0.3151,13.79,5.81,4672.56
0.8025,1.5,0.42,374.34
0.7525,4.06,1.23,1580.86
0.7846,2.58,0.7,894.6
0.7168,2.32,0.68,706.58
0.6207,4.55,1.24,1097.73
0.7161,3.7,1.07,1097.89
0.4518,8.12,4.29,1752.89
0.3297,14.42,7.62,4839.53
0.6216,4.14,1.33,1463.24
0.2754,14.97,6.87,5990.61
0.3141,10.83,4.98,3370.04
0.7323,4.12,0.9,1513.18
0.6447,2.8,1.11,1030.69
0.3194,9.39,3.91,3336.94
0.198,27.82,16.46,7228.41
0.3954,10.25,5.14,2840.27
0.9138,1.71,0.21,546.25
0.6329,4.84,1.7,1814.61
0.1517,19.12,10.72,4970.3
0.7876,2.2,0.41,771.66
0.1759,38.65,22.82,15688.52
0.5361,6.1,1.95,2164.83
0.4057,9.38,4.06,2414.78
0.0982,46.7,25.32,14233.92
0.3699,10.61,4.38,3515.88
0.7298,2.15,0.38,1013.12
0.6528,5.58,2.0,2206.06
0.3604,12.05,5.48,3185.82
0.1924,32.36,18.37,13129.52
0.7248,2.13,0.55,535.39
0.1962,30.68,16.97,7690.33
0.6369,3.41,0.91,721.96
0.5144,4.82,1.63,1291.75
0.5433,6.85,3.26,2019.53
0.3686,10.71,5.28,2664.13
0.4191,14.25,5.75,2821.47
0.879,1.34,0.14,318.55
0.5503,5.05,1.5,2284.12
0.3958,7.7,3.18,2851.65
0.3186,11.73,5.55,4152.19
0.7193,1.85,0.51,848.07
0.5998,3.4,1.15,1332.21
0.6522,4.03,1.43,938.43
0.3646,9.95,4.05,4099.34
0.4158,8.61,4.13,2627.25
0.1872,20.88,11.58,6183.86
0.3471,8.66,4.52,3506.41
0.9092,0.95,0.16,332.44
0.7463,1.92,0.48,661.0
0.7228,2.11,0.78,936.63
0.3313,9.33,3.99,2988.27
0.377,17.21,6.84,4884.66
0.5605,6.51,2.09,2826.6
0.3315,11.89,5.39,4816.11
0.4432,7.35,2.74,3017.78
0.3914,10.92,4.52,2539.35
0.2951,9.01,4.24,3495.81
0.5857,5.08,2.05,1831.01
0.3084,14.42,6.61,5166.03
0.5665,3.27,1.18,748.86
0.2531,18.99,10.22,5995.8
0.7656,2.69,0.8,889.97
0.3377,10.09,5.31,4154.0
0.6331,5.07,1.54,1742.51
0.687,4.51,1.26,1628.2
0.6188,3.45,0.94,965.3
0.7467,2.26,0.68,680.05
0.4306,5.91,2.05,1916.47
0.727,2.33,0.55,1048.26
0.5388,3.73,1.34,1367.19
0.295,15.14,8.48,3300.58
0.6717,6.23,2.23,1927.46
0.6217,3.97,1.1,1078.87
0.8089,2.3,0.42,862.16
0.708,1.56,0.56,523.07
0.4782,3.83,1.45,794.08
0.7965,2.28,0.47,611.33
0.2895,27.82,15.39,9541.89
0.2577,27.45,14.7,8618.29
0.7463,2.55,0.62,717.74
0.5558,9.7,3.55,3323.43
0.6629,3.51,0.89,1182.06
0.3937,10.12,3.59,2366.18
0.4216,5.49,2.01,1105.46
0.7355,3.01,0.99,1015.33
0.5823,5.22,1.77,1972.52
0.3171,13.27,5.63,2956.5
0.1011,36.53,22.89,14880.67
0.5837,4.84,1.77,1722.61
0.689,3.12,0.86,1248.48
0.1753,30.36,14.65,12687.62
0.3763,9.25,4.39,2402.18
0.5066,4.24,1.92,1378.73
0.8022,1.52,0.33,519.89
0.5345,4.52,1.78,1023.97
0.4625,4.86,1.91,2008.25
0.2985,15.39,8.06,2916.57
0.6239,4.12,1.36,1665.95
0.4638,9.13,2.62,3525.51
0.4262,4.9,1.89,1766.91
0.892,2.11,0.47,894.81
0.3339,18.81,10.13,7417.04
0.6442,3.7,1.1,783.94
0.6975,2.59,0.71,1081.59
0.4988,6.55,2.19,1584.12
0.5144,8.17,3.74,1641.97
0.4273,10.32,5.24,2754.83
0.4257,7.34,2.59,2013.5
0.4835,8.25,2.41,1954.77
0.2598,19.05,7.89,6745.54
0.2387,12.78,6.82,4117.48
0.671,4.36,1.33,1849.62
0.775,2.05,0.43,830.93
0.3409,12.14,5.87,4660.2
0.7406,2.66,0.56,1179.73
0.7395,2.75,0.8,1155.06
0.5424,8.23,2.85,1831.1
0.2042,18.39,8.63,4328.96
0.5305,9.09,3.27,2622.86
0.5939,4.57,1.46,1336.83
0.1541,30.88,17.42,12329.57
0.3278,13.28,7.1,4176.28
0.5193,5.18,2.24,2212.02
0.6872,5.0,1.51,1516.75
0.824,1.53,0.33,813.42
0.452,5.86,2.17,1190.15
0.7454,1.92,0.36,581.8
0.5527,7.68,2.85,3114.21
0.3686,14.16,5.66,4219.35
0.5118,5.52,2.31,2094.61
0.4089,6.52,2.69,1780.55
0.6128,3.14,1.05,1338.03
0.8129,1.69,0.34,646.58
0.6622,3.07,0.9,1237.33
0.8545,1.66,0.43,590.41
0.7036,2.62,0.71,1018.24
0.657,3.27,1.11,1111.18
0.8244,1.83,0.39,613.89
0.7868,0.85,0.19,430.6
0.2602,24.66,13.33,5317.09
0.6936,2.42,0.41,1002.78
0.5712,7.22,2.62,2054.62
0.3543,10.56,5.25,2020.16
0.3063,17.18,7.76,5836.55
0.8108,1.31,0.18,629.59
0.3503,7.7,3.31,2856.01
0.2059,16.26,9.08,6894.97
0.3516,15.22,7.25,4617.59
0.7608,2.95,0.92,1351.48
0.4054,12.18,6.69,4048.29
0.3258,12.0,4.83,3357.96
0.3781,10.0,4.24,3516.74
0.6028,3.31,0.64,903.23
0.506,4.72,1.86,2027.56
0.3918,12.6,5.57,3751.94
0.3268,16.15,7.42,3026.68
0.3473,7.51,3.68,2770.16
0.777,2.14,0.41,617.82
0.2785,15.12,5.88,3213.3
0.773,2.03,0.23,460.55
